Unidad Territorial;Tasa total;Dimension total;0-39;40-49;50-59;60-69;+70;Mujer;Hombre;Cerebro;Cervix;Colorectal;Esofago;Estómago;Glándulas salivares;Hígado;Hipofaringe;Labio, cavidad oral;Laringe;Leucemia;Linfoma Hodgkin;Linfoma No-Hodgkin;Mama;Melanoma de piel;Mesotelioma;Mieloma Multiple;Nasofaringe;Orofaringe;Otros;Otros de piel;Ovario;Páncreas;Pene;Próstata;Pulmón;Riñón;Sarcoma Kaposi;Testículo;Tiroides;Utero;Vagina;Vejiga;Vesicula Biliar;Vulva
"León";"803,1555097464093";"3599,57433202636";"69,159789650944";"159,549593310349";"477,427859336479";"872,371448291899";"2021,06564143669";"1463,07461167297";"2136,49972035339";"51,7516525817615";"20,0704119638766";"531,928300106792";"28,3858777332522";"93,9420634082344";"7,54349450389648";"86,0140857316076";"12,0522379482329";"62,0006008955301";"34,6346338149087";"75,414714955525";"12,4133947798606";"99,9723136443579";"386,804529042693";"66,6004147648496";"7,61549658020843";"42,9765015854813";"4,66113653836166";"14,370389069856";"128,648049412343";"328,389289670845";"41,5597094010845";"110,437579990531";"6,70866107027422";"450,446186352975";"370,221442469963";"105,657739834642";"3,52389335231436";"8,80274832202693";"51,6008214138713";"79,8314516633282";"1,95369377501953";"249,009679409062";"10,2510934860275";"13,3800427527646"
"Lugo";"836,8112679598659";"2711,17645895049";"50,5778942770962";"116,327404694323";"326,090090035525";"609,000432426025";"1609,18063751752";"1084,60232331406";"1626,57413563642";"38,2281360187443";"14,673162164131";"402,939858894502";"21,115833809718";"71,8972901938899";"5,70459428097337";"64,5591584285834";"8,69648126733103";"46,47694455516";"25,3352147648023";"57,3807117923164";"9,02354300010638";"74,5878605333368";"282,577865976199";"49,4886362617154";"5,76845174354553";"32,7904127800933";"3,3819390977435";"10,3357227310353";"98,1354379666781";"262,459328291783";"30,5547555439782";"83,8515661078256";"5,1704561188561";"337,591979736837";"275,275611261729";"78,6718999732174";"2,67686174527768";"6,33472622531094";"37,2687617111586";"58,2499170653244";"1,4694966120802";"190,496548041339";"7,9337284706857";"10,0735657844786"
"Ciudad Real";"633,6876461904643";"3110,17698876157";"91,6033709462612";"176,949406617409";"497,556899294994";"778,63311886978";"1565,43419303312";"1283,21079529444";"1826,96619346712";"47,783150522548";"19,9828014093591";"449,133644990996";"24,9632369180033";"77,8628143541911";"6,53035901564103";"73,8965465201907";"11,2551692633315";"53,2681457918572";"31,1838210580679";"65,2672122289678";"13,550711228186";"89,2829535296588";"360,103332691805";"61,4115947242373";"6,4729514872791";"35,8335416666683";"4,6733995216779";"13,115296129237";"108,80833957097";"250,903768946345";"37,6052768958013";"91,6050044625111";"5,65192973584879";"385,915239291247";"323,698983532537";"93,8283871802934";"3,18580823488826";"11,1605131777125";"52,4330743169153";"71,6481288133413";"1,64741845527106";"207,271867315926";"8,11263712597674";"11,1299286540789"
"Palmas, Las";"551,1135741131668";"6224,2491503554";"229,49008556656";"476,81713101117";"1250,76058347854";"1664,01181245948";"2603,16953783964";"2564,70311817479";"3659,5460321806";"101,135904559127";"46,5180347247362";"872,920574214614";"51,9127988235707";"146,935839785246";"12,90706230282";"147,672612966606";"25,3652279124975";"106,216652663675";"67,248816276792";"126,404772684625";"31,4926507876216";"184,098565916832";"784,513039077416";"131,571892759705";"12,8415735860304";"67,7335014890237";"10,8777693982823";"28,7183912539806";"206,199077557953";"406,478448190515";"78,4008467827945";"172,447685495164";"11,0887074389856";"788,265324770287";"667,695275067468";"195,284947029727";"6,57326814636058";"27,3895159015616";"123,609358604976";"147,703905589288";"3,06543437540631";"398,226775558602";"13,9693853364471";"20,7655133266554"
"Segovia";"699,6658847952381";"1076,10712079162";"26,1619234605573";"55,7310039688469";"164,525603622557";"264,998990530948";"564,689599208712";"425,211281372098";"650,895839419525";"15,9953324505686";"6,3047886763608";"157,043293026345";"8,70529470433663";"27,5562211426872";"2,26842963151618";"25,9057323423111";"3,87525858128625";"18,5769499016605";"10,8420081686708";"22,5879346929929";"4,26628323901597";"30,2785115603373";"116,360744955781";"20,5140881195628";"2,26170016175655";"12,5490620554896";"1,54066197090992";"4,50318117128494";"38,1291027059652";"92,5861713444778";"12,2494872178157";"32,1488070375947";"2,02585704507843";"137,153801465818";"112,321453950591";"32,3404730727878";"1,0889117110164";"3,31014906300583";"16,595712992169";"23,1842779372963";"0,55763049029886";"73,7654709472564";"2,89130125760728";"3,82303599996886"
"Asturias";"765,2539199315179";"7688,39899800317";"153,535863133294";"399,290193878007";"1052,76629969626";"1967,10674294374";"4115,69989835187";"3241,44553921614";"4446,95345878703";"113,461104771878";"46,2345446906771";"1127,10111653813";"60,8636660750238";"195,653860388991";"15,8513731876022";"182,467507417459";"26,4303812251105";"132,069586990777";"74,941656891514";"158,655484014779";"27,4520256780318";"217,047222562233";"881,2180451994";"145,903874680743";"16,2941971520976";"90,487984532824";"10,3583645017338";"31,7447545132359";"267,591475974638";"642,358212102976";"93,782402163338";"232,788494296586";"13,7962429567716";"957,477114102543";"797,984244286445";"227,7327773786";"7,46396925696507";"19,523836214123";"118,880743961375";"182,300234068926";"4,19836432754698";"518,608341643823";"21,0805535332028";"28,5952407230732"
"Cáceres";"716,914583288088";"2780,23059972037";"66,5093417156811";"134,645242403453";"417,552758631944";"704,903213259431";"1456,62004370986";"1114,65170607007";"1665,5788936503";"41,190179485172";"16,3317778430324";"406,137459904355";"22,3597297637464";"70,9764824258689";"5,83290028187066";"66,6790198471056";"9,88214105299721";"47,8246335561367";"27,8461004459834";"58,0072915162123";"10,7675723018709";"78,183607930224";"304,265929870454";"52,8461074044612";"5,8597377784392";"32,5396474091266";"3,89945029088165";"11,638568678037";"97,852454619777";"237,075624622459";"32,1881967151837";"83,271759612665";"5,1775877006382";"353,319852983739";"290,563137419408";"83,1071360793298";"2,7736616164149";"8,23515776209498";"42,8546153503157";"61,6948412681047";"1,46097249156586";"190,18495453104";"7,49070870781458";"9,91160045384527"
"Ávila";"778,2193789261033";"1230,67612583374";"25,0388172134979";"54,7970263636914";"166,936247335569";"297,037338822225";"686,866696098753";"470,945117768326";"759,73100806541";"17,6767398257924";"6,62860067484141";"181,503195494958";"9,90168767183931";"32,0519179593261";"2,58540702999741";"29,6929386032719";"4,27307401969301";"21,1496870093066";"12,218374476443";"25,8227576697683";"4,40177860478794";"33,9653672942718";"125,75393942396";"22,6431847208201";"2,63693261067253";"14,6033108183236";"1,63744455031559";"5,02959354025992";"43,7364086388385";"112,03760798159";"13,4363730781252";"37,2100307598249";"2,38321559638704";"160,102022158775";"128,542231361414";"36,4885547700311";"1,22345982383478";"3,20122857266849";"17,4308414012054";"25,6823047395009";"0,627030716629198";"86,7228841612823";"3,39494641251439";"4,28105366246565"
"Albacete";"621,472280174792";"2397,18638214982";"71,7660770662114";"144,795499741655";"397,756918340385";"587,240169039656";"1195,62771796191";"970,517171869623";"1426,66921028019";"36,9768781487566";"15,508505435655";"345,049132984625";"19,3611494548051";"59,8239195013671";"5,04977111125719";"56,968608809375";"8,81163141384009";"40,9305378910054";"24,2662637208328";"50,3164651321487";"10,6619284738726";"68,8822450325708";"276,55490626789";"47,6136990565609";"4,99066694659069";"27,4429861564663";"3,68379244237054";"10,1388384669482";"83,5479168972614";"192,989903143417";"28,6225474011143";"69,8286037582649";"4,43377926942106";"299,000411890096";"250,324925809752";"72,7382864004419";"2,48258538646418";"8,89809505469306";"40,9679637866744";"54,3130433888142";"1,23600814243919";"160,289177586202";"6,12739602035985";"8,35381176746436"
"Ceuta";"448,9603147936331";"373,162344847024";"18,1807384089538";"29,4975474927448";"75,2820707322603";"109,074194194559";"141,127794018506";"154,25749723375";"218,904847613274";"6,40445456146884";"2,89181628606123";"51,5840245262203";"3,13658814560703";"8,64449668365888";"0,787012101059498";"8,86734105371939";"1,56335010710761";"6,38683870789293";"4,10417742069568";"7,92911728972036";"2,25686377383487";"11,2803426276275";"47,2509810390114";"8,12740795771603";"0,756655128972024";"3,99111776040155";"0,701591055814739";"1,77169194327362";"12,6762730130493";"22,7636050151928";"4,72811565017906";"10,1833133600852";"0,653058731909453";"47,1553509036456";"40,0010452529092";"11,8799459515589";"0,409943894966114";"2,05217902994558";"7,8400322657026";"8,77515325361332";"0,184473905073127";"23,382668538471";"0,808538735416045";"1,23277917544313"
