,Dimensión,Año,CCAA,Unidad Territorial,Tasa total,Dimension total,0-39,40-49,50-59,60-69,+70,Mujer,Hombre,Cerebro,Cervix,Colorectal,Esofago,Estómago,Glándulas salivares,Hígado,Hipofaringe,"Labio, cavidad oral",Laringe,Leucemia,Linfoma Hodgkin,Linfoma No-Hodgkin,Mama,Melanoma de piel,Mesotelioma,Mieloma Multiple,Nasofaringe,Orofaringe,Otros,Otros de piel,Ovario,Páncreas,Pene,Próstata,Pulmón,Riñón,Sarcoma Kaposi,Testículo,Tiroides,Utero,Vagina,Vejiga,Vesicula Biliar,Vulva
115,Incidencia,2021,"Asturias, Principado de",Asturias,753.55,7624,159,402,1054,1939,4067,3227,4396,112,46,1116,60,193,15,180,26,130,74,157,27,215,879,145,16,89,10,31,265,636,93,230,13,944,789,225,7,20,119,180,4,512,20,28
116,Incidencia,2021,"Balears, Illes","Balears, Illes",522.89,6133,258,491,1086,1553,2743,2561,3572,100,46,860,50,146,12,143,23,104,63,128,32,182,771,130,12,67,10,26,209,428,77,171,10,756,640,190,6,29,122,143,3,391,14,21
117,Incidencia,2021,Canarias,"Palmas, Las",537.36,6064,234,485,1219,1605,2519,2509,3555,99,46,848,50,142,12,143,24,103,65,123,31,180,771,129,12,65,10,27,201,394,76,167,10,762,647,190,6,27,122,143,2,385,13,20
118,Incidencia,2021,Canarias,Santa Cruz de Tenerife,569.14,5944,213,441,1091,1525,2672,2489,3454,95,43,839,48,142,12,139,23,101,61,122,29,174,744,124,12,65,9,26,200,416,75,167,10,738,626,183,6,25,114,141,3,382,14,20
119,Incidencia,2021,Cantabria,Cantabria,670.31,3918,101,236,589,1016,1974,1645,2272,59,25,566,31,97,8,92,14,67,39,81,15,112,461,76,8,45,5,16,135,310,48,115,7,488,408,117,3,12,65,92,2,260,10,14
120,Incidencia,2021,Castilla y León,Burgos,717.57,2554,59,132,366,629,1367,1008,1546,37,14,373,20,65,5,61,9,43,25,53,9,71,275,48,5,29,3,10,89,218,29,76,4,329,267,76,2,7,38,55,1,175,6,9
121,Incidencia,2021,Castilla y León,León,792.25,3578,71,162,481,850,2012,1458,2119,51,20,528,28,93,7,85,11,61,34,75,12,99,386,66,7,42,4,14,128,326,41,109,6,445,367,105,3,9,51,79,1,246,10,13
122,Incidencia,2021,Castilla y León,Palencia,763.31,1214,25,55,170,315,647,483,731,17,6,178,9,31,2,29,4,20,12,25,4,33,129,22,2,14,1,5,42,103,13,36,2,157,127,36,1,3,17,26,0,83,3,4
123,Incidencia,2021,Castilla y León,Salamanca,772.74,2529,53,113,342,572,1447,1020,1508,36,14,373,19,66,5,60,8,43,24,53,9,70,271,47,5,30,3,9,90,234,29,77,4,314,258,74,2,6,36,55,1,175,7,9
124,Incidencia,2021,Castilla y León,Segovia,691.14,1062,26,56,163,253,561,420,641,15,6,154,8,27,2,25,3,18,10,22,4,29,115,20,2,12,1,4,37,92,12,31,2,134,110,31,1,3,16,22,0,72,2,3
125,Incidencia,2021,Castilla y León,Soria,754.82,669,14,30,93,149,381,256,413,9,3,98,5,17,1,16,2,11,6,14,2,18,68,12,1,7,0,2,24,63,7,20,1,85,69,19,0,1,9,13,0,47,1,2
126,Incidencia,2021,Castilla y León,Valladolid,691.32,3590,86,208,526,869,1899,1472,2118,53,22,521,28,90,7,85,12,61,35,74,14,101,411,69,7,41,5,14,124,293,43,106,6,452,374,107,3,10,58,82,1,242,9,12
127,Incidencia,2021,Castilla y León,Zamora,872.99,1472,24,55,177,325,888,571,901,20,7,220,11,39,3,35,4,25,13,31,4,40,146,26,3,17,1,5,53,144,15,45,2,187,150,42,1,3,19,30,0,105,4,5
128,Incidencia,2021,Castilla y León,Ávila,767.4,1215,25,55,166,285,682,466,749,17,6,179,9,31,2,29,4,20,12,25,4,33,124,22,2,14,1,4,43,111,13,36,2,157,126,36,1,3,17,25,0,85,3,4
129,Incidencia,2021,Castilla-La Mancha,Albacete,613.31,2370,73,145,395,564,1191,962,1408,36,15,340,19,59,5,56,8,40,23,49,10,68,274,47,4,27,3,9,82,192,28,69,4,293,246,71,2,9,40,53,1,158,6,8
130,Incidencia,2021,Castilla-La Mancha,Ciudad Real,625.8,3082,93,177,499,745,1566,1275,1807,47,19,445,24,77,6,73,11,52,30,64,13,88,357,61,6,35,4,12,108,251,37,90,5,379,319,92,3,11,52,70,1,205,8,11
131,Incidencia,2021,Castilla-La Mancha,Cuenca,698.0,1364,35,67,204,307,749,536,828,20,7,199,10,35,2,32,4,23,13,28,5,38,145,26,2,16,1,5,48,123,15,40,2,170,140,40,1,4,20,29,0,94,3,4
132,Incidencia,2021,Castilla-La Mancha,Guadalajara,544.37,1445,53,114,257,352,669,582,863,23,10,204,11,35,3,34,5,24,14,30,7,42,172,30,2,16,2,6,50,111,17,41,2,178,150,44,1,6,27,31,0,94,3,5
133,Incidencia,2021,Castilla-La Mancha,Toledo,572.21,4059,140,283,665,976,1992,1645,2414,63,27,579,32,100,8,96,15,69,41,86,19,117,475,82,8,45,6,17,142,322,48,117,7,502,420,124,4,16,72,89,2,268,10,14
134,Incidencia,2021,Cataluña,Barcelona,580.05,33148,1144,2327,5224,7902,16550,14184,18963,522,235,4740,263,818,69,775,119,564,325,700,156,968,4071,678,68,377,52,137,1156,2581,419,965,58,3985,3395,1002,34,133,605,785,17,2152,85,121
135,Incidencia,2021,Cataluña,Girona,570.51,4487,155,311,731,1142,2146,1829,2657,71,30,639,36,109,9,106,16,76,45,94,21,130,531,91,9,50,7,19,154,337,54,128,8,565,469,137,4,18,81,102,2,295,11,15
136,Incidencia,2021,Cataluña,Lleida,604.87,2659,83,171,423,644,1337,1070,1588,41,17,383,21,66,5,63,9,45,26,56,12,76,302,53,5,30,4,11,93,215,31,77,4,332,276,81,2,10,45,58,1,177,6,9
137,Incidencia,2021,Cataluña,Tarragona,592.33,4870,157,330,764,1217,2400,1976,2894,76,32,697,39,120,10,115,18,83,49,102,22,141,570,98,10,55,7,20,168,375,58,140,8,615,509,148,5,18,85,110,2,323,12,16
138,Incidencia,2021,Ceuta,Ceuta,445.05,371,18,29,75,106,142,153,218,6,2,51,3,8,0,8,1,6,4,7,2,11,47,8,0,3,0,1,12,22,4,10,0,46,39,11,0,2,7,8,0,23,0,1
139,Incidencia,2021,Comunitat Valenciana,Alicante/Alacant,612.62,11528,356,738,1833,2932,5668,4667,6860,179,76,1652,93,282,23,272,42,195,118,238,51,332,1353,230,24,130,17,49,391,866,139,331,21,1475,1218,351,11,42,202,266,5,768,28,38
140,Incidencia,2021,Comunitat Valenciana,Castellón/Castelló,606.44,3560,109,238,573,876,1762,1452,2107,55,23,510,28,88,7,84,13,60,36,74,16,102,419,71,7,40,5,15,122,276,43,102,6,446,372,108,3,13,62,81,1,236,8,12
141,Incidencia,2021,Comunitat Valenciana,Valencia/València,594.99,15406,491,1055,2521,3837,7501,6519,8886,242,107,2203,123,378,32,362,56,262,154,321,70,449,1881,313,31,174,24,65,530,1163,193,446,27,1890,1601,468,15,58,278,366,8,1003,38,55
142,Incidencia,2021,Extremadura,Badajoz,617.0,4133,128,246,683,1020,2053,1694,2439,63,27,594,33,102,8,98,15,70,41,86,18,118,481,82,8,47,6,17,143,325,49,120,7,517,431,125,4,15,71,94,2,274,10,14
143,Incidencia,2021,Extremadura,Cáceres,707.21,2754,68,136,419,679,1451,1107,1647,40,16,402,22,70,5,66,9,47,27,57,10,77,302,52,5,32,3,11,97,236,31,82,5,347,286,82,2,8,42,60,1,188,7,9
144,Incidencia,2021,Galicia,"Coruña, A",718.46,8047,190,453,1102,1874,4427,3384,4662,119,50,1176,63,205,16,189,27,137,76,168,30,227,927,154,16,94,11,32,282,688,98,242,14,987,823,237,8,23,127,186,4,542,22,30
145,Incidencia,2021,Galicia,Lugo,828.73,2701,52,116,327,595,1609,1083,1618,38,14,401,21,71,5,64,8,46,25,57,9,74,282,49,5,32,3,10,97,261,30,83,5,335,273,78,2,6,37,58,1,189,7,10
146,Incidencia,2021,Galicia,Ourense,857.7,2617,46,106,294,550,1619,1058,1559,36,13,391,20,69,5,62,8,44,23,55,8,71,271,47,5,31,3,9,95,257,29,81,4,323,263,75,2,5,35,56,1,184,7,9
147,Incidencia,2021,Galicia,Pontevedra,673.0,6354,166,393,914,1512,3368,2692,3662,96,41,922,50,160,13,149,22,108,61,132,25,181,751,124,13,73,9,25,221,520,78,189,11,777,652,189,6,20,106,149,3,422,17,23
148,Incidencia,2021,"Madrid, Comunidad de",Madrid,558.61,37712,1392,2811,6327,9020,18160,16605,21107,603,284,5348,297,919,78,873,135,639,368,794,184,1110,4851,788,76,424,60,156,1307,2835,495,1087,65,4434,3848,1140,39,156,725,923,20,2401,95,140
149,Incidencia,2021,Melilla,Melilla,406.39,350,19,28,72,106,123,145,205,6,2,47,2,7,0,8,1,5,3,7,2,10,45,7,0,3,0,1,12,20,4,9,0,44,37,11,0,2,7,8,0,21,0,1
150,Incidencia,2021,"Murcia, Región de",Murcia,520.68,7906,313,603,1402,1960,3625,3300,4605,128,58,1115,64,191,16,185,30,134,80,167,41,234,980,166,16,87,13,34,273,573,99,223,14,966,821,244,8,36,153,184,4,508,19,27
151,Incidencia,2021,"Navarra, Comunidad Foral de",Navarra,609.23,4030,123,257,634,976,2038,1648,2381,62,26,580,32,100,8,95,14,68,40,84,18,116,468,80,8,46,6,17,140,319,48,117,7,504,419,122,4,14,69,91,2,268,10,14
152,Incidencia,2021,País Vasco,Araba/Álava,643.21,2145,60,133,327,524,1099,877,1268,32,13,309,17,53,4,50,7,36,21,44,9,61,249,42,4,24,3,9,74,170,25,62,3,270,224,64,2,7,36,49,1,143,5,7
153,Incidencia,2021,País Vasco,Bizkaia,681.59,7867,198,450,1175,1942,4100,3339,4528,119,50,1143,62,198,16,186,27,135,77,164,31,225,924,153,16,91,11,32,274,641,97,235,14,965,813,235,7,24,129,186,4,522,21,29
154,Incidencia,2021,País Vasco,Gipuzkoa,664.21,4822,125,279,710,1176,2531,2003,2819,73,30,700,38,121,9,114,17,82,47,100,19,137,556,93,10,55,6,20,167,389,58,143,8,603,501,144,4,15,79,111,2,322,12,17
155,Incidencia,2021,"Rioja, La","Rioja, La",643.68,2058,58,126,311,500,1062,838,1220,31,13,297,16,51,4,48,7,35,20,43,8,58,235,40,4,23,3,8,72,168,24,60,3,257,213,62,2,6,34,46,1,138,5,7
156,Incidencia,2022,Andalucía,Almería,511.4,3780,156,292,678,1012,1640,1544,2235,62,27,530,31,89,7,89,14,64,39,79,20,112,465,80,7,41,6,17,128,257,46,105,6,477,400,118,4,18,74,87,1,243,8,12
157,Incidencia,2022,Andalucía,Cádiz,565.12,7044,241,496,1261,1906,3138,2935,4108,112,50,996,57,168,14,166,27,119,74,145,33,206,873,145,14,78,11,31,236,482,88,199,12,890,749,217,7,28,133,168,3,455,16,24
158,Incidencia,2022,Andalucía,Córdoba,621.28,4795,144,277,789,1235,2348,2009,2786,74,31,690,38,118,10,113,17,82,48,100,21,138,568,95,9,54,7,20,166,374,59,140,8,593,500,144,4,17,82,113,2,316,12,17
159,Incidencia,2022,Andalucía,Granada,587.45,5413,180,345,921,1406,2559,2251,3161,85,37,772,43,132,11,127,20,92,55,112,25,157,652,109,11,61,8,23,185,404,67,155,9,674,568,164,5,21,97,127,2,354,13,18
160,Incidencia,2022,Andalucía,Huelva,560.01,2957,105,217,516,753,1364,1231,1726,47,21,418,24,71,6,69,11,50,30,61,14,86,365,61,6,32,4,12,100,211,37,83,5,369,310,91,3,12,55,69,1,191,7,10
161,Incidencia,2022,Andalucía,Jaén,623.24,3885,117,216,648,1013,1889,1605,2279,60,25,559,31,96,8,92,14,66,39,81,17,111,453,77,8,44,5,16,135,306,47,113,7,483,406,117,3,14,66,90,2,257,9,13
162,Incidencia,2022,Andalucía,Málaga,573.45,9842,340,694,1696,2550,4560,4072,5769,156,70,1395,80,236,20,231,37,166,101,203,46,287,1211,202,20,109,15,43,330,695,123,278,17,1244,1042,301,10,38,184,233,4,642,23,33
163,Incidencia,2022,Andalucía,Sevilla,550.38,10715,381,790,1914,2731,4897,4598,6117,172,78,1516,86,257,22,251,40,182,109,223,52,315,1359,223,22,119,17,46,364,751,138,305,18,1310,1121,329,11,44,205,260,5,684,25,38
164,Incidencia,2022,Aragón,Huesca,682.72,1536,39,84,224,371,816,602,933,22,9,224,12,39,3,36,5,26,15,32,6,43,165,29,3,17,2,6,54,133,17,45,2,195,159,46,1,5,23,33,0,105,4,5
165,Incidencia,2022,Aragón,Teruel,723.89,972,23,45,136,234,532,371,600,14,5,142,7,25,2,23,3,16,9,20,3,27,100,18,2,11,1,3,34,88,10,29,1,124,101,29,0,2,14,20,0,68,2,3
166,Incidencia,2022,Aragón,Zaragoza,646.81,6247,173,380,950,1508,3234,2609,3638,95,40,904,49,157,13,147,22,107,61,131,26,179,730,123,13,72,9,25,218,510,76,185,11,767,645,187,6,21,104,144,3,415,16,22
167,Incidencia,2022,"Asturias, Principado de",Asturias,765.35,7687,153,399,1052,1966,4115,3241,4446,113,46,1127,60,195,15,182,26,132,74,158,27,217,881,145,16,90,10,31,267,642,93,232,13,957,797,227,7,19,118,182,4,518,21,28
168,Incidencia,2022,"Balears, Illes","Balears, Illes",533.47,6274,253,491,1117,1595,2817,2613,3661,102,47,882,51,150,13,147,24,106,65,130,32,185,784,132,12,69,10,27,213,438,79,176,11,777,657,194,6,29,123,146,3,402,14,21
169,Incidencia,2022,Canarias,"Palmas, Las",551.38,6223,229,476,1250,1663,2603,2563,3659,101,46,872,51,146,12,147,25,106,67,126,31,184,784,131,12,67,10,28,206,406,78,172,11,788,667,195,6,27,123,147,3,398,13,20
170,Incidencia,2022,Canarias,Santa Cruz de Tenerife,582.83,6106,209,438,1116,1583,2759,2546,3560,97,44,864,49,146,12,144,23,104,63,124,29,178,758,126,12,67,10,27,205,430,76,172,10,763,645,188,6,24,115,145,3,395,14,21
171,Incidencia,2022,Cantabria,Cantabria,681.15,3986,98,237,594,1039,2016,1667,2318,60,25,577,31,99,8,94,14,68,39,82,15,113,467,77,8,45,5,16,137,315,48,118,7,499,416,119,3,12,66,93,2,265,10,14
172,Incidencia,2022,Castilla y León,Burgos,729.09,2584,57,131,366,643,1385,1016,1567,38,14,378,20,66,5,62,9,44,25,53,9,72,276,48,5,30,3,10,90,220,29,77,4,334,271,77,2,7,38,55,1,178,6,9
173,Incidencia,2022,Castilla y León,León,803.41,3598,69,159,477,871,2020,1462,2135,51,20,531,28,93,7,85,12,61,34,75,12,99,386,66,7,42,4,14,128,328,41,110,6,450,370,105,3,8,51,79,1,248,10,13
174,Incidencia,2022,Castilla y León,Palencia,773.48,1221,25,54,168,322,651,484,737,17,6,179,9,31,2,29,4,21,12,25,4,34,130,22,2,14,1,5,42,103,13,36,2,159,128,36,1,3,17,26,0,84,3,4
175,Incidencia,2022,Castilla y León,Salamanca,783.37,2550,51,111,342,589,1455,1027,1522,36,14,376,20,66,5,60,8,43,24,53,9,70,272,47,5,30,3,10,91,236,29,78,4,317,261,74,2,6,36,56,1,177,7,9
176,Incidencia,2022,Castilla y León,Segovia,700.11,1075,26,55,164,264,564,424,650,15,6,156,8,27,2,25,3,18,10,22,4,30,116,20,2,12,1,4,38,92,12,32,2,137,112,32,1,3,16,23,0,73,2,3
177,Incidencia,2022,Castilla y León,Soria,763.14,673,14,30,92,155,380,256,416,9,3,99,5,17,1,16,2,11,6,14,2,18,68,12,1,8,0,2,24,63,7,20,1,86,69,19,0,1,9,13,0,47,1,2
178,Incidencia,2022,Castilla y León,Valladolid,702.93,3638,84,206,530,883,1934,1488,2150,54,22,530,29,91,7,86,12,62,36,75,14,103,414,70,7,42,5,15,125,299,43,108,6,459,379,108,3,10,58,83,1,246,9,12
179,Incidencia,2022,Castilla y León,Zamora,883.37,1476,24,54,175,335,887,571,905,20,7,220,11,39,3,35,4,25,14,31,4,40,146,26,3,17,1,5,53,144,15,45,2,188,151,42,1,3,19,30,0,105,4,5
180,Incidencia,2022,Castilla y León,Ávila,780.94,1229,24,54,166,296,686,470,759,17,6,181,9,32,2,29,4,21,12,25,4,33,125,22,2,14,1,5,43,112,13,37,2,159,128,36,1,3,17,25,0,86,3,4
181,Incidencia,2022,Castilla-La Mancha,Albacete,621.75,2396,71,144,397,587,1195,970,1426,36,15,344,19,59,5,56,8,40,24,50,10,68,276,47,4,27,3,10,83,192,28,69,4,298,250,72,2,8,40,54,1,160,6,8
182,Incidencia,2022,Castilla-La Mancha,Ciudad Real,633.95,3109,91,176,497,778,1565,1283,1826,47,19,449,24,77,6,73,11,53,31,65,13,89,360,61,6,35,4,13,108,250,37,91,5,385,323,93,3,11,52,71,1,207,8,11
183,Incidencia,2022,Castilla-La Mancha,Cuenca,705.21,1376,34,67,203,321,749,539,837,20,7,201,11,35,2,33,4,23,13,29,5,38,146,26,2,16,1,5,49,123,15,41,2,173,142,41,1,4,20,29,0,95,3,4
184,Incidencia,2022,Castilla-La Mancha,Guadalajara,551.64,1480,52,115,265,369,676,596,884,23,10,209,12,36,3,35,5,25,15,31,7,43,176,30,3,16,2,6,51,112,17,41,2,183,154,46,1,6,27,32,0,96,3,5
185,Incidencia,2022,Castilla-La Mancha,Toledo,579.42,4129,138,286,678,1014,2012,1670,2459,64,27,590,33,102,8,98,15,70,42,87,19,119,483,83,8,46,6,17,144,324,49,119,7,515,429,126,4,16,73,91,2,273,10,14
186,Incidencia,2022,Cataluña,Barcelona,587.07,33585,1127,2319,5341,8025,16773,14338,19246,528,235,4809,266,830,70,787,120,572,330,708,157,979,4107,685,69,382,52,139,1170,2617,424,979,59,4049,3449,1015,35,132,608,796,18,2184,86,123
187,Incidencia,2022,Cataluña,Girona,578.45,4583,153,313,748,1176,2190,1861,2721,72,31,654,37,112,9,108,17,78,47,96,21,133,540,92,9,51,7,19,157,344,55,131,8,580,481,140,4,18,82,104,2,302,11,15
188,Incidencia,2022,Cataluña,Lleida,610.41,2691,81,172,425,667,1343,1079,1611,41,17,387,21,67,5,64,10,46,27,56,12,77,304,53,5,30,4,11,94,216,31,78,4,338,280,82,2,10,45,59,1,179,6,9
189,Incidencia,2022,Cataluña,Tarragona,600.06,4975,155,332,784,1248,2454,2014,2961,77,33,713,40,122,10,118,18,84,50,104,22,143,580,99,10,56,7,21,171,383,59,143,9,630,522,151,5,18,87,113,2,330,12,17
190,Incidencia,2022,Ceuta,Ceuta,451.09,372,18,29,75,108,140,153,218,6,2,51,3,8,0,8,1,6,4,7,2,11,47,8,0,3,0,1,12,22,4,10,0,47,39,11,0,2,7,8,0,23,0,1
191,Incidencia,2022,Comunitat Valenciana,Alicante/Alacant,623.69,11833,351,740,1876,3039,5825,4773,7060,183,77,1698,96,290,24,280,44,200,121,244,51,340,1381,235,25,134,18,51,400,888,142,340,21,1522,1255,360,12,42,205,274,5,791,29,39
192,Incidencia,2022,Comunitat Valenciana,Castellón/Castelló,613.64,3622,108,239,586,899,1789,1474,2148,56,24,520,29,89,7,86,13,61,36,75,16,104,425,72,7,41,5,15,124,279,43,104,6,456,380,110,3,13,63,82,1,240,9,12
193,Incidencia,2022,Comunitat Valenciana,Valencia/València,601.42,15655,485,1057,2574,3932,7605,6611,9044,245,107,2241,125,384,32,369,57,267,157,326,71,455,1905,317,32,177,24,66,537,1179,196,454,27,1927,1632,476,16,58,281,373,8,1021,39,56
194,Incidencia,2022,Extremadura,Badajoz,625.69,4172,126,244,685,1052,2063,1704,2468,64,27,600,33,103,8,99,15,71,42,87,18,119,484,82,8,47,6,17,144,326,50,121,7,526,438,126,4,14,71,95,2,278,10,14
195,Incidencia,2022,Extremadura,Cáceres,717.43,2779,66,134,417,704,1456,1114,1665,41,16,406,22,70,5,66,9,47,27,57,10,78,304,52,5,32,3,11,97,237,32,83,5,353,290,83,2,8,42,61,1,190,7,9
196,Incidencia,2022,Galicia,"Coruña, A",727.8,8141,184,451,1116,1907,4480,3417,4724,120,50,1191,63,208,16,192,27,139,77,170,30,230,933,156,17,95,11,32,286,699,98,245,14,999,834,240,8,22,128,189,4,549,22,30
197,Incidencia,2022,Galicia,Lugo,837.07,2710,50,116,325,608,1609,1084,1626,38,14,402,21,71,5,64,8,46,25,57,9,74,282,49,5,32,3,10,98,262,30,83,5,337,275,78,2,6,37,58,1,190,7,10
198,Incidencia,2022,Galicia,Ourense,866.35,2633,45,106,293,560,1628,1064,1569,36,13,393,20,70,5,62,8,45,24,55,8,72,272,47,5,32,3,9,95,260,29,82,5,325,265,75,2,5,35,57,1,185,7,9
199,Incidencia,2022,Galicia,Pontevedra,683.85,6446,161,393,928,1544,3419,2725,3721,97,41,936,50,162,13,152,22,110,62,134,25,184,757,126,13,75,9,26,224,530,79,192,11,790,663,192,6,20,106,151,3,429,17,23
200,Incidencia,2022,"Madrid, Comunidad de",Madrid,568.58,38347,1358,2796,6458,9227,18507,16838,21509,610,284,5450,302,937,80,890,138,650,376,805,184,1126,4902,796,78,432,61,159,1328,2892,501,1108,66,4526,3924,1159,39,154,728,939,21,2449,97,143
201,Incidencia,2022,Melilla,Melilla,414.19,352,19,28,72,109,123,145,207,6,2,48,2,8,0,8,1,6,3,7,2,10,45,7,0,3,0,1,12,20,4,9,0,44,37,11,0,2,7,8,0,21,0,1
202,Incidencia,2022,"Murcia, Región de",Murcia,527.12,8072,310,608,1439,2028,3685,3359,4713,131,58,1139,65,194,16,190,31,137,83,170,41,238,996,169,16,89,13,35,278,582,101,228,14,992,843,249,8,36,155,188,4,520,19,28
203,Incidencia,2022,"Navarra, Comunidad Foral de",Navarra,617.69,4099,121,256,643,1001,2076,1672,2426,63,26,590,33,102,8,97,14,70,41,86,18,117,473,81,8,46,6,17,142,325,49,119,7,515,427,124,4,14,69,92,2,273,10,14
204,Incidencia,2022,País Vasco,Araba/Álava,653.09,2183,58,133,333,535,1122,891,1291,33,13,315,17,54,4,51,7,37,21,45,9,62,252,42,4,25,3,9,75,174,26,64,4,275,228,65,2,7,36,50,1,146,5,7
205,Incidencia,2022,País Vasco,Bizkaia,691.19,7940,192,445,1182,1980,4140,3361,4579,119,49,1155,63,200,16,188,27,136,78,165,31,226,927,154,16,92,11,32,277,647,97,237,14,978,822,237,7,23,129,188,4,529,21,29
206,Incidencia,2022,País Vasco,Gipuzkoa,673.82,4878,122,276,715,1195,2568,2019,2859,73,30,709,39,122,10,116,17,83,48,101,19,138,558,94,10,56,7,20,169,395,58,145,8,613,508,146,4,15,79,113,2,327,12,17
207,Incidencia,2022,"Rioja, La","Rioja, La",651.85,2082,56,126,312,514,1072,845,1237,31,13,301,16,52,4,49,7,35,20,43,8,59,237,40,4,24,3,8,72,170,24,61,3,262,216,62,2,6,34,46,1,140,5,7
208,Prevalencia,2019,Andalucía,Almería,1441.49,10332,552,872,1822,2644,4441,4626,5706,173,85,1391,34,138,23,72,23,184,120,219,70,326,1723,251,8,101,20,51,236,1073,129,66,22,1565,417,307,12,83,273,316,5,733,20,45
209,Prevalencia,2019,Andalucía,Cádiz,1571.95,19494,879,1549,3466,5080,8518,8917,10577,318,158,2644,64,263,43,137,44,348,227,403,120,606,3315,463,15,194,35,97,433,2004,249,126,41,2973,794,573,22,129,503,622,9,1382,39,86
210,Prevalencia,2019,Andalucía,Córdoba,1741.66,13636,528,893,2256,3240,6718,6230,7406,210,101,1901,43,187,30,93,29,247,153,278,75,410,2229,314,10,138,22,63,297,1639,165,87,29,2010,537,389,15,79,317,430,7,998,28,60
211,Prevalencia,2019,Andalucía,Granada,1660.17,15185,643,1076,2570,3719,7175,6897,8287,239,116,2093,49,207,33,104,33,273,172,311,89,463,2509,355,11,152,26,72,333,1738,187,97,32,2265,604,438,17,95,369,477,7,1102,31,67
212,Prevalencia,2019,Andalucía,Huelva,1575.48,8221,380,670,1404,2028,3738,3742,4479,133,66,1119,26,111,18,57,18,147,94,170,51,254,1381,196,6,81,15,39,182,887,103,52,17,1240,329,240,9,56,210,255,4,587,16,36
213,Prevalencia,2019,Andalucía,Jaén,1748.68,11079,425,700,1866,2605,5480,5000,6078,170,80,1550,35,153,24,76,23,202,125,226,61,333,1783,254,8,112,18,51,241,1356,132,70,24,1630,436,317,12,64,254,345,5,818,23,48
214,Prevalencia,2019,Andalucía,Málaga,1612.16,26790,1192,2096,4539,6781,12179,12122,14668,431,215,3646,88,362,58,186,60,477,310,551,160,825,4499,631,21,267,48,130,589,2833,338,172,57,4118,1086,782,30,172,679,846,13,1924,54,117
215,Prevalencia,2019,Andalucía,Sevilla,1548.3,30073,1386,2466,5236,7447,13536,14077,15996,492,248,4081,97,406,66,208,67,536,341,626,187,936,5194,720,23,299,54,145,673,3181,389,193,62,4442,1202,877,35,202,780,970,15,2110,61,138
216,Prevalencia,2019,Aragón,Huesca,1965.35,4332,137,255,623,1001,2313,1842,2490,62,28,619,13,60,9,29,9,80,49,87,20,126,642,95,3,44,6,19,92,584,47,27,10,662,169,123,4,22,89,125,2,336,9,18
217,Prevalencia,2019,Aragón,Teruel,2082.99,2794,81,143,392,616,1559,1156,1637,39,16,404,8,39,6,18,5,52,31,55,12,79,396,60,2,28,4,12,59,404,29,17,6,425,107,78,3,13,53,78,1,222,6,11
218,Prevalencia,2019,Aragón,Zaragoza,1844.15,17790,626,1188,2657,4188,9128,8052,9738,268,127,2501,56,246,39,120,37,324,197,359,91,529,2855,404,13,181,28,80,382,2219,211,113,39,2643,695,505,20,96,398,554,9,1320,37,78
219,Prevalencia,2019,"Asturias, Principado de",Asturias,2151.06,22001,584,1262,3098,5576,11479,10061,11940,317,148,3134,69,307,48,148,45,404,244,429,95,642,3520,484,17,227,32,99,455,2791,259,141,47,3314,865,616,23,94,459,708,11,1648,47,96
220,Prevalencia,2019,"Balears, Illes","Balears, Illes",1500.33,17245,892,1488,2978,4327,7559,7851,9394,285,144,2327,56,232,38,120,39,307,198,358,115,541,2918,420,13,170,33,84,388,1814,219,110,36,2583,691,508,21,131,459,534,8,1217,34,77
221,Prevalencia,2019,Canarias,"Palmas, Las",1513.14,16953,825,1537,3293,4420,6876,7707,9245,284,145,2270,57,227,37,120,40,302,202,347,112,536,2927,415,13,166,33,87,379,1659,219,109,36,2568,696,508,20,125,465,530,8,1185,33,76
222,Prevalencia,2019,Canarias,Santa Cruz de Tenerife,1609.5,16625,747,1375,2995,4204,7302,7604,9021,270,137,2255,54,224,36,116,38,297,193,338,102,516,2834,398,13,165,30,82,366,1742,212,106,35,2504,673,488,19,112,433,525,8,1179,33,74
223,Prevalencia,2019,Cantabria,Cantabria,1913.88,11121,365,729,1688,2861,5476,5062,6058,167,79,1561,35,153,24,75,23,203,125,221,54,331,1803,251,8,113,17,51,236,1342,133,71,24,1678,440,316,12,56,249,352,5,821,23,49
224,Prevalencia,2019,Castilla y León,Burgos,2055.41,7336,211,417,1053,1770,3883,3134,4202,105,47,1050,23,103,16,50,15,136,84,145,33,212,1092,160,5,75,11,33,154,963,80,46,16,1149,290,208,8,34,148,214,3,568,15,30
225,Prevalencia,2019,Castilla y León,León,2260.75,10399,260,519,1413,2374,5830,4555,5843,144,64,1507,32,147,22,69,20,193,114,203,43,296,1556,224,8,108,14,44,214,1464,113,65,23,1561,400,288,11,41,199,312,5,810,22,44
226,Prevalencia,2019,Castilla y León,Palencia,2175.58,3502,93,173,501,884,1849,1509,1992,49,21,504,11,49,7,24,7,65,40,68,15,100,520,75,2,36,5,16,72,461,38,22,8,550,139,99,3,15,68,104,1,271,7,14
227,Prevalencia,2019,Castilla y León,Salamanca,2217.99,7322,189,367,987,1605,4171,3181,4140,101,45,1060,22,103,16,48,14,136,80,144,30,207,1089,157,5,76,10,31,151,1040,79,45,17,1098,281,202,7,29,140,218,3,573,16,30
